Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
501837-58,Backspace (Financial Software),,20-Jul-2022,0.45,,Angel (individual),Angel (individual),,Individual,"Jai Kumar, Madhusudanan Rangarajan, Mohan Karuppaiah, Omar Brek, Prabhu Rangarajan",Privately Held (backing),Financial Software,20-Jul-2022,0.45,Angel (individual),Praveen Dev,Angel-Backed,2020,"Chennai, India",www.backspace-tech.com,"Developer of a financial technology designed to provide disputes and chargeback management services to financial institutions. The company's technology utilizes artificial intelligence to provide UPI and card dispute SaaS products in a bundled option, data security, data ownership, custom regulation, compliance adoption and reliable API customization for specific card brands, enabling banks and fintech companies to reduce their efforts on customer support and retail branches on handling the disputes.",View company online
483573-25,Baekdu Technologies,60.00,08-Nov-2021,1.00,,Early Stage VC,,,Venture Capital,Mirae Asset Global Investments,Privately Held (backing),Other Capital Markets/Institutions,,6.00,Early Stage VC,Won Lee,Venture Capital-Backed,2020,"Seoul, South Korea",www.baekdutech.com,"Provider of blockchain hedge fund intended to provide investment in Defi. The company's Defi On-chain Fund(DOF) system trader utilizes protocols including Uniswap v3, dydx, perpetual protocol, and 40 other spots/derivatives platforms in the multichain ecosystem facilitating early liquidity as well as a long-term holder of the DAPP's DAO tokens, adding competitiveness to the protocol economy.",View company online
465755-41,bank4.me,,,0.05,,Accelerator/Incubator,,,Other,"Kazakhstan Digital Accelerator, Quest Ventures",Privately Held (backing),Other Financial Services,13-May-2022,,Early Stage VC,Andrey Antropov,Venture Capital-Backed,2020,"Nur Sultan, Kazakhstan",www.bank4.me,"Developer of personal finance multiservice platform designed to provide convenient and intuitive web service. The company's platform allows users to register goods by installment or credit and provides services including online insurance, and online loans, enabling clients to bear minimal labor and time costs to find the financial product they need.",View company online
490852-00,Bankau,,01-Dec-2021,1.90,,Early Stage VC,,,Venture Capital,"CNT Tech Accelerator, CNT Tech1, Enlight Ventures, KT investment, NICE Investment Partners",Privately Held (backing),Other Services (B2C Non-Financial),01-Dec-2021,1.90,Early Stage VC,Ahn Jae-hyun,Venture Capital-Backed,2020,"Seoul, South Korea",www.bancow.co.kr,"Operator of a livestock investment platform intended to connect consumers and producers. The company provides a platform in which consumers jointly purchase a stake in a calf owned by a farmer, then sell the Korean beef at an auction two years later and share the proceeds with the producer, enabling consumers to enter new investment markets.",View company online
437292-91,Banksathi,,15-May-2021,0.20,,Seed Round,Seed Round,,Individual,"Aditya Talwar, Anuj Ahuja, Dinesh Godara, HEM Angels, Rajendra Lora",Privately Held (backing),Financial Software,25-Oct-2021,0.54,Angel (individual),Jitendra Dhaka,Angel-Backed,2020,"Delhi, India",www.banksathi.com,"Developer of a financial technology platform designed to empower financial advisors. The company's platform analyzes the customer's data and gives recommendations about personalized financial product eligibility in the customer profile thereby understanding suitable products and can take assistance to buy that service, enabling customers to take advice from financial advisors in right and impeccable decision making while buying retail loans, credit card and insurance products.",View company online
461804-50,Basic Home Loan,,07-Oct-2020,0.50,,Seed Round,Seed Round,,Venture Capital,"Alex Babu, Alex Lin, Amit Nanavati, Dhruv Bahl, Earlsfield Capital, Good Capital (India), Gruhas Teach Reality, Haldirams Family Office, Hauz Khas Ventures, LetsVenture Online, Parag Shah, Picus Capital, SRI Capital, Venture Catalysts (Mumbai), WhiteHill Ventures",Privately Held (backing),Other Financial Services,25-Oct-2021,3.50,Early Stage VC,Atul Monga,Venture Capital-Backed,2020,"Gurgaon, India",www.basichomeloan.com,"Developer of a home loan automated platform designed to automate the home loan process for middle and low-income households. The company provides paperless online home loan sanctions and ensures end-to-end fulfillment through an asset-lite agent network for faster loan disbursements, enabling users to get home loans through a faster and hassle-free process.",View company online
494490-79,Bayfikr,,03-Apr-2022,0.53,4.08,Early Stage VC,,,Venture Capital,SFC Capital,Privately Held (backing),Financial Software,,0.20,Equity Crowdfunding,Rascim Khattak,Venture Capital-Backed,2020,"London, United Kingdom",www.bayfikr.net,"Developer of remittance platform designed to provide control and convenience to all overseas Pakistanis. The company's platform allows users to pay utility bills for their family, school and university fees for their children, hospital fees for their loved ones, government payments, and more, thereby empowering customers to make home country C2B payments directly and instantly.",View company online
491365-54,Beijing Pulude Zhongdun Technology,,08-Feb-2022,1.57,,Early Stage VC,,,Venture Capital,"Knownsec.com, Zonff Partners",Privately Held (backing),Financial Software,08-Feb-2022,1.57,Early Stage VC,Kaijun Zhang,Venture Capital-Backed,2020,"Beijing, China",,"Developer of blockchain security technology designed for enterprises. The company leverages network security, formal verification and AI auditing technologies to build a blockchain ecological security protection system, providing smart contract security audit, alliance chain security audit, digital asset tracking and traceability, AML risk control firewall, and blockchain threat intelligence solutions.",View company online
458608-96,Benchmark (Financial Software),,,,,Early Stage VC,,,Venture Capital,"Signum Capital, Sora Ventures",Privately Held (backing),Financial Software,,,Early Stage VC,,Venture Capital-Backed,2020,Hong Kong,www.benchmark.finance,"Developer of a documentation portal intended to assist in the tokenization and trading of future yield. The company's portal facilitates holders of yield generating assets the potential to generate additional yield and the option to lock in their future returns, enabling traders to gain direct exposure to future yield streams, without having to own the underlying collateral.",View company online
506973-88,Beoble,,01-Sep-2022,,,Early Stage VC,,,Venture Capital,"F10, Filecoin Foundation, Genesis Block Ventures",Privately Held (backing),Social/Platform Software,01-Sep-2022,,Early Stage VC,Sung Min Cho,Venture Capital-Backed,2021,"Singapore, Singapore",www.beoble.io,"Developer of a web3 social module intended to implement social functionalities like profile, chatting, and posting. The company's platform is designed to integrate social functionalities like creating a social profile, instant messaging and posting of feeds into their services all within 5 minutes, enabling a consistent and smooth experience while using social functionalities regardless of which web 3.0 service and chain is in use.",View company online
503385-67,Beppo,,04-Aug-2022,,,Seed Round,Seed Round,,Venture Capital,Wavemaker Partners,Privately Held (backing),Business/Productivity Software,04-Aug-2022,,Seed Round,Jenny Galang,Venture Capital-Backed,2022,Singapore,www.beppo.com,"Developer of financial application intended to transform bookkeeping by managing everything in one place. The company's application helps send invoices and reminders, viber or email, collect online payments, pay bills, share payment links, and online statements, send detailed weekly or monthly reports, and issue receipt and payment advice, enabling users to make better financial decisions.",View company online
491438-44,Better (Financial Services),25.00,07-Feb-2022,0.50,,Accelerator/Incubator,,,Other,"Chinmaya Sharma, Goodwater Capital, Java Capital, Java Capital (India), Mayank Kumar, Meta Platforms, Metaplanet Holdings, Original Capital, Pratyush Prasanna, Ranadive Family, Soma Capital, Sudhanshu Raheja, Super Capital, Taurus Ventures, Tremis Capital, Y Combinator",Privately Held (backing),Other Financial Services,01-Jul-2023,3.00,Early Stage VC,Samay Jain,Venture Capital-Backed,2021,"Gurugram, India",www.betteropinions.in,"Developer of an event trading platform intended to trade opinions on an outcome of a real-life event. The company provides trading in categories such as cricket, politics, and entertainment, not only making trading more relatable but also helping improve their financial literacy, allowing users to trade, train, and make a profit on events and understanding the process of trading.",View company online
500837-23,BetterInvest,,30-Jun-2022,0.35,,Angel (individual),Angel (individual),,Individual,"Kathir Kavin, Manoj Poosappan, Suresh Krishnasamy",Privately Held (backing),Financial Software,30-Jun-2022,0.35,Angel (individual),Pradeep Somu,Angel-Backed,2021,"Chennai, India",www.betterinvest.club,"Developer of an alternative investment platform intended to empower retail investors. The company's platform offers investment opportunities across diverse asset classes ranging from private debts to commercial real estate, enabling investors with access to alternative investment opportunities.",View company online
494823-07,BeyondIRR,,08-Apr-2022,,,Seed Round,Seed Round,,Venture Capital,"Rainmatter Capital, Sujeet Kumar",Privately Held (backing),Other Financial Services,08-Apr-2022,,Seed Round,Parag Kasliwal,Venture Capital-Backed,2021,"Mumbai, India",www.beyondirr.tech,"Operator of a wealth management platform intended to offer investment advisory services. The company's platform offers technology-enabled and insights-driven researched investment advices to the RMs, wealth managers and other investment specialists so that they can help their clients to invest in the right place, enabling investment advisory professionals to share good investment opportunities with their clients.",View company online
466011-19,BharatX,20.00,01-Mar-2021,0.25,,Seed Round,Seed Round,,Venture Capital,"8i Ventures, Amit Singh, Ankit Agarwal, Ankur Aggarwal, Anupam Mittal, Arash Ferdowsi, Dholakia Ventures, Faiz Mayalakkara, Harshil Mathur, Java Capital (India), Kunal Shah, LetsVenture AIF, LetsVenture Online, Multiply Ventures, Newfort Holdings LLP, Prerna Goel, Ritesh Jain, Sajid Rahman, Shanmugam Nagappan, Shashank Kumar, Soma Capital, Varun Alagh, Vikas Choudhury, WorldQuant Ventures, Y Combinator",Privately Held (backing),Financial Software,12-May-2022,4.50,Seed Round,Mehul Jindal,Venture Capital-Backed,2020,"Bengaluru, India",www.bharatx.tech,"Developer of an embedded credit fintech designed to enable consumer-facing platforms to enable credit-as-a-feature. The company's software allows customers to purchase multiple products and services within the partner network by providing a credit-as-a feature, enabling businesses to provide buy now pay later options to the end customers at the time of checkout.",View company online
